Year,Type of Dwelling,Region and County,County,Average Floor Area per Unit,Planning Permissions Granted,Total Floor Area for which Permission Granted,Units for which Permission Granted
2021,Multi development houses,Kilkenny,Kilkenny,105,8,27,258
2021,Multi development houses,Laois,Laois,104,4,12,115
2021,Multi development houses,Leitrim,Leitrim,105,2,2,19
2021,Multi development houses,Limerick,Limerick,123,11,28,227
2021,Multi development houses,Longford,Longford,67,3,1,15
2021,Multi development houses,Louth,Louth,130,3,3,23
2021,Multi development houses,Mayo,Mayo,111,5,3,27
2021,Multi development houses,Meath,Meath,116,11,20,173
2021,Multi development houses,Monaghan,Monaghan,143,1,1,7
2021,Multi development houses,Offaly,Offaly,100,1,2,20
2021,Multi development houses,Roscommon,Roscommon,111,3,2,18
2021,Multi development houses,Sligo,Sligo,250,2,1,4
2021,Multi development houses,Tipperary,Tipperary,114,11,17,149
2021,Multi development houses,Waterford,Waterford,143,3,2,14
2021,Multi development houses,Westmeath,Westmeath,110,3,38,344
2021,Multi development houses,Wexford,Wexford,106,10,32,302
2021,Multi development houses,Wicklow,Wicklow,116,11,34,292
2021,One off houses,Carlow,Carlow,245,49,12,49
2021,One off houses,Cavan,Cavan,275,80,22,80
2021,One off houses,Clare,Clare,248,109,27,109
2021,One off houses,Cork,Cork,231,338,78,338
2021,One off houses,Donegal,Donegal,247,292,72,292
2021,One off houses,Dublin,Dublin,160,150,24,150
2021,One off houses,Galway,Galway,257,261,67,261
2021,One off houses,Kerry,Kerry,232,138,32,138
2021,One off houses,Kildare,Kildare,256,78,20,78
2021,One off houses,Kilkenny,Kilkenny,250,104,26,104
2021,One off houses,Laois,Laois,273,66,18,66
2021,One off houses,Leitrim,Leitrim,280,25,7,25
2021,One off houses,Limerick,Limerick,232,181,42,181
2021,One off houses,Longford,Longford,268,41,11,41
2021,One off houses,Louth,Louth,245,102,25,102
2021,One off houses,Mayo,Mayo,244,176,43,176
2021,One off houses,Meath,Meath,244,308,75,308
2021,One off houses,Monaghan,Monaghan,250,104,26,104
2021,One off houses,Offaly,Offaly,272,81,22,81
2021,One off houses,Roscommon,Roscommon,243,74,18,74
2021,One off houses,Sligo,Sligo,267,45,12,45
2021,One off houses,Tipperary,Tipperary,235,115,27,115
2021,One off houses,Waterford,Waterford,232,82,19,82
2021,One off houses,Westmeath,Westmeath,247,81,20,81
2021,One off houses,Wexford,Wexford,243,218,53,218
2021,One off houses,Wicklow,Wicklow,200,110,22,110
2021,Private flats/apartments,Carlow,Carlow,42,6,1,24
2021,Private flats/apartments,Cavan,Cavan,125,5,1,8
2021,Private flats/apartments,Clare,Clare,83,9,1,12
2021,Private flats/apartments,Cork,Cork,87,48,23,265
2021,Private flats/apartments,Donegal,Donegal,103,9,3,29
2021,Private flats/apartments,Dublin,Dublin,64,115,464,7199
2021,Private flats/apartments,Galway,Galway,90,13,10,111
2021,Private flats/apartments,Kerry,Kerry,83,14,3,36
2021,Private flats/apartments,Kildare,Kildare,85,22,29,340
2021,Private flats/apartments,Kilkenny,Kilkenny,62,10,9,145
2021,Private flats/apartments,Laois,Laois,94,10,6,64
2021,Private flats/apartments,Leitrim,Leitrim,111,1,2,18
2021,Private flats/apartments,Limerick,Limerick,78,19,16,205
2021,Private flats/apartments,Louth,Louth,74,20,26,353
2021,Private flats/apartments,Mayo,Mayo,78,8,4,51
2021,Private flats/apartments,Meath,Meath,72,18,8,111
2021,Private flats/apartments,Monaghan,Monaghan,0,4,0,6
2021,Private flats/apartments,Offaly,Offaly,80,5,2,25
2021,Private flats/apartments,Roscommon,Roscommon,71,5,1,14
2021,Private flats/apartments,Tipperary,Tipperary,87,5,4,46
2021,Private flats/apartments,Waterford,Waterford,56,8,2,36
2021,Private flats/apartments,Westmeath,Westmeath,81,8,25,308
2021,Private flats/apartments,Wexford,Wexford,79,14,10,127
2021,Private flats/apartments,Wicklow,Wicklow,82,17,21,256
2001,Houses,Tipperary,Tipperary,155,936,341,2201
2002,Houses,Tipperary,Tipperary,161,772,264,1639
2003,Houses,Tipperary,Tipperary,157,894,290,1850
2004,Houses,Tipperary,Tipperary,147,1148,468,3178
2005,Houses,Tipperary,Tipperary,138,873,499,3606
2006,Houses,Tipperary,Tipperary,154,755,341,2215
2007,Houses,Tipperary,Tipperary,164,907,534,3249
2008,Houses,Tipperary,Tipperary,154,670,401,2600
2009,Houses,Tipperary,Tipperary,177,416,192,1087
2010,Houses,Tipperary,Tipperary,179,276,118,660
2011,Houses,Tipperary,Tipperary,228,215,66,289
2012,Houses,Tipperary,Tipperary,232,132,33,142
2013,Houses,Tipperary,Tipperary,265,134,36,136
2014,Houses,Tipperary,Tipperary,264,138,37,140
2015,Houses,Tipperary,Tipperary,242,113,32,132
2016,Houses,Tipperary,Tipperary,242,142,36,149
2017,Houses,Tipperary,Tipperary,216,206,52,241
2001,Multi development houses,Tipperary,Tipperary,127,58,168,1323
2002,Multi development houses,Tipperary,Tipperary,135,46,123,913
2003,Multi development houses,Tipperary,Tipperary,111,58,113,1014
2004,Multi development houses,Tipperary,Tipperary,113,85,240,2115
2005,Multi development houses,Tipperary,Tipperary,117,99,330,2832
2006,Multi development houses,Tipperary,Tipperary,119,72,182,1532
2007,Multi development houses,Tipperary,Tipperary,138,93,335,2435
2008,Multi development houses,Tipperary,Tipperary,125,75,251,2005
2009,Multi development houses,Tipperary,Tipperary,132,36,93,707
2010,Multi development houses,Tipperary,Tipperary,132,17,53,401
2011,Multi development houses,Tipperary,Tipperary,135,15,12,89
2012,Multi development houses,Tipperary,Tipperary,133,5,2,15
2013,Multi development houses,Tipperary,Tipperary,0,2,0,4
2014,Multi development houses,Tipperary,Tipperary,0,2,0,4
2015,Multi development houses,Tipperary,Tipperary,174,4,4,23
2016,Multi development houses,Tipperary,Tipperary,200,3,2,10
2017,Multi development houses,Tipperary,Tipperary,100,5,4,40
2001,One off houses,Tipperary,Tipperary,196,878,172,878
2002,One off houses,Tipperary,Tipperary,194,726,141,726
2003,One off houses,Tipperary,Tipperary,212,836,177,836
2004,One off houses,Tipperary,Tipperary,214,1063,227,1063
2005,One off houses,Tipperary,Tipperary,221,774,171,774
2006,One off houses,Tipperary,Tipperary,233,683,159,683
2007,One off houses,Tipperary,Tipperary,241,814,196,814
2008,One off houses,Tipperary,Tipperary,252,595,150,595
2009,One off houses,Tipperary,Tipperary,258,380,98,380
2010,One off houses,Tipperary,Tipperary,251,259,65,259
2011,One off houses,Tipperary,Tipperary,270,200,54,200
2012,One off houses,Tipperary,Tipperary,252,127,32,127
2013,One off houses,Tipperary,Tipperary,265,132,35,132
2014,One off houses,Tipperary,Tipperary,272,136,37,136
2015,One off houses,Tipperary,Tipperary,257,109,28,109
2016,One off houses,Tipperary,Tipperary,245,139,34,139
2017,One off houses,Tipperary,Tipperary,234,201,47,201
2001,Private flats/apartments,Tipperary,Tipperary,77,34,12,156
2002,Private flats/apartments,Tipperary,Tipperary,67,43,18,269
2003,Private flats/apartments,Tipperary,Tipperary,66,53,10,152
2004,Private flats/apartments,Tipperary,Tipperary,70,40,29,412
2005,Private flats/apartments,Tipperary,Tipperary,65,56,16,246
2006,Private flats/apartments,Tipperary,Tipperary,69,35,10,144
2007,Private flats/apartments,Tipperary,Tipperary,88,45,22,250
2008,Private flats/apartments,Tipperary,Tipperary,83,32,25,300
2009,Private flats/apartments,Tipperary,Tipperary,85,20,6,71
2010,Private flats/apartments,Tipperary,Tipperary,81,14,14,172
2011,Private flats/apartments,Tipperary,Tipperary,48,6,1,21
2012,Private flats/apartments,Tipperary,Tipperary,111,6,1,9
2013,Private flats/apartments,Tipperary,Tipperary,111,6,1,9
2014,Private flats/apartments,Tipperary,Tipperary,83,6,1,12
2015,Private flats/apartments,Tipperary,Tipperary,0,1,0,1
2016,Private flats/apartments,Tipperary,Tipperary,0,6,0,6
2017,Private flats/apartments,Tipperary,Tipperary,91,8,1,11
